id,Videocard Name,Passmark G3D Mark(higher is better),Rank(lower is better),Videocard Value(higher is better),Price(USD)
1065,N16P-GX,1204,1140,NA,NA
1066,N18E-Q1,2525,728,NA,NA
1067,nForce 750a SLI,83,2283,NA,NA
1068,nForce 760i SLI,140,2124,NA,NA
1069,nForce 780a SLI,92,2261,NA,NA
1070,nForce 980a/780a SLI,164,2081,NA,NA
1071,NV44,15,2524,NA,NA
1072,NVIDIA A10,22064,58,NA,NA
1073,NVIDIA A10-4Q,2756,687,NA,NA
1074,NVIDIA A10G,17660,93,NA,NA
1075,NVIDIA A40,13900,157,NA,NA
1076,NVIDIA A40-12Q,4335,525,NA,NA
1077,NVIDIA A40-4Q,4727,489,NA,NA
1078,NVIDIA A40-8Q,4681,494,NA,NA
1079,NVIDIA GeForce3 Ti200,5,2578,NA,NA
1080,NVIDIA TITAN X,13659,161,22.46,$608.10*
1081,NVIDIA TITAN Xp,18764,85,11.41,"$1,645.00*"
1082,NVS 2100M,139,2125,NA,NA
1083,NVS 300,121,2174,1.93,$62.97*
1084,NVS 310,266,1955,4.29,$62.06*
1085,NVS 3100M,119,2180,NA,NA
1086,NVS 315,320,1907,4.58,$69.99*
1087,NVS 4200M,297,1924,0.75,$399.00*
1088,NVS 510,682,1495,6.09,$111.99*
1089,NVS 5100M,199,2033,NA,NA
1090,NVS 5200M,505,1726,NA,NA
1091,NVS 5400M,617,1574,NA,NA
1092,NVS 810,1188,1147,1.90,$624.99*
1093,OPAL XT/GL,1053,1209,NA,NA
1094,P102-100,2911,666,NA,NA
1095,P104-100,3602,580,12.01,$299.99*
1096,P106-090,2404,744,NA,NA
1097,P106-100,6678,357,NA,NA
1098,Parsec Virtual Display Adapter,6220,376,NA,NA
1099,PCI\VEN_1002&DEV_164E&SUBSYS_D0001458&REV_C3 Ryzen,1653,985,NA,NA
1100,PCI\VEN_1002&DEV_164E&SUBSYS_D0001458&REV_C7 Ryzen,1642,989,NA,NA
1101,PHDGD Ivy 4,374,1857,NA,NA
1102,PHDGD Ivy 5,445,1798,NA,NA
1103,PHDGD Quantic C3,116,2188,NA,NA
1104,PHDGD Sapphire GR for Mobile Intel 965,25,2487,NA,NA
1105,PHDGD Solo 1.2.0 x86,11,2536,NA,NA
1106,PHDGD Solo 2 x64,20,2509,NA,NA
1107,Q12U-1,5164,447,NA,NA
1108,Quadro 1000M,558,1653,10.25,$54.50*
1109,Quadro 1100M,755,1428,NA,NA
1110,Quadro 2000,947,1270,4.44,$213.23*
1111,Quadro 2000 D,1239,1122,NA,NA
1112,Quadro 2000D,976,1253,1.72,$566.12*
1113,Quadro 2000M,776,1400,3.38,$229.74*
1114,Quadro 2100M,1100,1183,NA,NA
1115,Quadro 280 NVS PCIe,5,2577,NA,NA
1116,Quadro 3000M,999,1240,14.29,$69.99*
1117,Quadro 400,148,2098,0.70,$211.00*
1118,Quadro 4000,1475,1058,2.98,$495.00*
1119,Quadro 4000M,1287,1109,5.55,$232.06*
1120,Quadro 410,439,1802,3.41,$129.00*
1121,Quadro 5000,1958,881,0.90,"$2,172.70"
1122,Quadro 5000M,2059,842,NA,NA
1123,Quadro 500M,570,1640,2.07,$275.14*
1124,Quadro 5010M,1691,971,7.17,$235.95*
1125,Quadro 600,525,1699,6.92,$76.00*
1126,Quadro 6000,2687,698,0.66,"$4,092.38*"
1127,Quadro 7000,3505,592,NA,NA
1128,Quadro CX,947,1271,6.32,$149.95*
1129,Quadro FX 1000,34,2451,NA,NA
1130,Quadro FX 1100,35,2444,0.17,$212.99*
1131,Quadro FX 1300,34,2450,NA,NA
1132,Quadro FX 1400,124,2166,0.51,$245.01*
1133,Quadro FX 1500,169,2070,0.36,$465.33
1134,Quadro FX 1500M,171,2065,NA,NA
1135,Quadro FX 1600M,231,1992,1.54,$149.90*
1136,Quadro FX 1700,207,2026,0.59,$350.14*
1137,Quadro FX 1700M,172,2064,NA,NA
1138,Quadro FX 1800,402,1833,2.98,$135.00*
1139,Quadro FX 1800M,494,1738,NA,NA
1140,Quadro FX 2000,18,2517,NA,NA
1141,Quadro FX 2500M,217,2010,12.45,$17.50*
1142,Quadro FX 2700,543,1681,NA,NA
1143,Quadro FX 2700M,366,1864,3.67,$99.95*
1144,Quadro FX 2800M,414,1823,2.18,$190.00*
1145,Quadro FX 3000,69,2324,0.41,$166.61*
1146,Quadro FX 3400/4400,104,2225,NA,NA
1147,Quadro FX 3450,148,2097,1.24,$119.99*
1148,Quadro FX 3450/4000 SDI,179,2053,NA,NA
1149,Quadro FX 350,85,2273,NA,NA
1150,Quadro FX 3500,259,1963,3.77,$68.98*
1151,Quadro FX 3500M,306,1919,3.06,$99.99*
1152,Quadro FX 350M,44,2402,NA,NA
1153,Quadro FX 3600M,466,1771,NA,NA
1154,Quadro FX 360M,86,2271,NA,NA
1155,Quadro FX 370,83,2282,0.67,$125.00*
1156,Quadro FX 370 Low Profile,102,2229,NA,NA
1157,Quadro FX 370 LP,108,2214,NA,NA
1158,Quadro FX 3700,372,1858,1.74,$213.27*
1159,Quadro FX 3700M,452,1789,0.49,$925.00*
1160,Quadro FX 370M,93,2256,NA,NA
1161,Quadro FX 380,173,2063,2.39,$72.50*
1162,Quadro FX 380 LP,144,2107,NA,NA
1163,Quadro FX 3800,827,1359,3.19,$259.13*
1164,Quadro FX 3800M,574,1634,NA,NA
1165,Quadro FX 380M,120,2176,NA,NA
1166,Quadro FX 4000,101,2236,NA,NA
1167,Quadro FX 4500,227,1995,1.34,$169.00*
1168,Quadro FX 4500 X2,236,1988,NA,NA
1169,Quadro FX 4600,413,1824,1.24,$333.25*
1170,Quadro FX 4700 X2,676,1503,NA,NA
1171,Quadro FX 4800,994,1245,0.60,"$1,660.81*"
1172,Quadro FX 500/600 PCI,14,2526,NA,NA
1173,Quadro FX 500/FX 600,7,2554,NA,NA
1174,Quadro FX 540,80,2294,1.35,$59.99*
1175,Quadro FX 550,63,2341,0.22,$287.82*
1176,Quadro FX 5500,242,1982,0.12,"$1,999.00*"
1177,Quadro FX 560,113,2198,0.76,$150.25*
1178,Quadro FX 5600,525,1701,1.78,$295.00*
1179,Quadro FX 570,248,1976,2.16,$115.00*
1180,Quadro FX 570M,99,2239,NA,NA
1181,Quadro FX 580,173,2062,1.34,$130.00*
1182,Quadro FX 5800,1210,1137,4.42,$274.00*
1183,Quadro FX 770M,220,2007,0.42,$527.00*
1184,Quadro FX 880M,230,1993,NA,NA
1185,Quadro FX Go1400,101,2233,NA,NA
1186,Quadro GP100,14953,142,NA,NA
1187,Quadro GV100,19832,74,2.20,"$8,999.00*"
1188,Quadro K1000M,770,1414,11.01,$69.95*
1189,Quadro K1100M,1088,1192,3.37,$322.99*
1190,Quadro K1200,2956,659,10.36,$285.29*
1191,Quadro K2000,1579,1016,5.37,$294.00*
1192,Quadro K2000D,1590,1011,4.68,$339.99*
1193,Quadro K2000M,1001,1238,6.95,$144.04*
1194,Quadro K2100M,1366,1085,3.29,$415.99*
1195,Quadro K2200,3576,583,13.33,$268.30*
1196,Quadro K2200M,3501,594,28.02,$124.95*
1197,Quadro K3000M,1647,988,4.04,$407.56*
1198,Quadro K3100M,2260,788,5.65,$399.95*
1199,Quadro K4000,2723,693,10.09,$270.00*
1200,Quadro K4000M,1977,872,7.79,$254.00*
1201,Quadro K4100M,2775,681,10.62,$261.29*
1202,Quadro K420,732,1450,2.72,$269.00*
1203,Quadro K4200,4342,523,17.44,$249.00*
1204,Quadro K5000,3975,544,15.97,$249.00*
1205,Quadro K5000M,2804,678,5.51,$508.91*
1206,Quadro K5100M,3209,625,2.89,"$1,108.84*"
1207,Quadro K510M,641,1543,NA,NA
1208,Quadro K5200,6151,380,14.82,$415.00*
1209,Quadro K600,725,1456,12.05,$60.24*
1210,Quadro K6000,8084,305,38.38,$210.66*
1211,Quadro K610M,712,1469,2.97,$240.00*
1212,Quadro K620,2219,799,1.09,"$2,029.99*"
1213,Quadro K620M,1163,1159,NA,NA
1214,Quadro M1000M,2838,673,33.01,$85.99*
1215,Quadro M1200,3208,626,NA,NA
1216,Quadro M2000,4008,542,15.17,$264.24*
1217,Quadro M2000M,3446,600,16.17,$213.16*
1218,Quadro M2200,4277,527,17.11,$249.99*
1219,Quadro M3000M,5570,412,34.83,$159.95*
1220,Quadro M4000,6676,358,18.44,$362.00*
1221,Quadro M4000M,6141,382,24.09,$254.91*
1222,Quadro M5000,9459,265,18.96,$499.00*
1223,Quadro M5000M,7031,343,12.86,$546.92*
1224,Quadro M500M,1177,1152,NA,NA
1225,Quadro M520,1898,898,NA,NA
1226,Quadro M5500,7915,311,NA,NA
1227,Quadro M6000,11735,211,2.38,"$4,933.21*"
1228,Quadro M6000 24GB,11831,209,NA,NA
1229,Quadro M600M,2201,802,8.74,$251.99*
1230,Quadro M620,2774,682,NA,NA
1231,Quadro NVS 110M,47,2391,NA,NA
1232,Quadro NVS 120M,46,2393,NA,NA
1233,Quadro NVS 130M,97,2247,NA,NA
1234,Quadro NVS 135M,50,2379,NA,NA
1235,Quadro NVS 140M,78,2299,NA,NA
1236,Quadro NVS 150M,70,2318,NA,NA
1237,Quadro NVS 160M,141,2117,NA,NA
1238,Quadro NVS 210S,23,2499,NA,NA
1239,Quadro NVS 210S / GeForce 6150LE,20,2508,NA,NA
1240,Quadro NVS 280 PCI,8,2549,0.06,$130.00*
1241,Quadro NVS 280 SD,2,2677,NA,NA
1242,Quadro NVS 285,43,2406,0.26,$169.86*
1243,Quadro NVS 285 128MB,38,2431,0.70,$55.00*
1244,Quadro NVS 290,228,1994,3.86,$59.00*
1245,Quadro NVS 295,110,2208,1.75,$63.00*
1246,Quadro NVS 320M,208,2025,NA,NA
1247,Quadro NVS 420,120,2178,0.80,$150.00*
1248,Quadro NVS 440,37,2435,0.16,$228.87*
1249,Quadro NVS 450,66,2332,0.12,$560.71
1250,Quadro NVS 510M,238,1984,NA,NA
1251,Quadro NVS 55/280 PCI,6,2571,NA,NA
1252,Quadro P1000,4502,505,15.53,$289.99*
1253,Quadro P2000,6958,347,15.83,$439.60*
1254,Quadro P2000 with Max-Q Design,5263,437,NA,NA
1255,Quadro P2200,9364,268,20.37,$459.80*
1256,Quadro P3000,6418,368,NA,NA
1257,Quadro P3200,8637,287,22.19,$389.30*
1258,Quadro P3200 with Max-Q Design,9013,278,NA,NA
1259,Quadro P400,1653,986,8.22,$201.17*
1260,Quadro P4000,11508,220,20.69,$556.19*
1261,Quadro P4000 with Max-Q Design,9082,277,NA,NA
1262,Quadro P4200,10538,237,NA,NA
1263,Quadro P4200 with Max-Q Design,11703,213,NA,NA
1264,Quadro P500,1656,984,NA,NA
1265,Quadro P5000,12654,189,6.77,"$1,868.99*"
1266,Quadro P520,2074,835,1.38,"$1,499.00*"
1267,Quadro P5200,11844,208,NA,NA
1268,Quadro P5200 with Max-Q Design,12308,198,NA,NA
1269,Quadro P600,3322,610,15.78,$210.58*
1270,Quadro P6000,15435,127,4.75,"$3,250.00*"
1271,Quadro P620,3669,574,6.39,$574.55*
1272,Quadro RTX 3000,10922,230,NA,NA
1273,Quadro RTX 3000 with Max-Q Design,8204,299,NA,NA
1274,Quadro RTX 4000,15186,137,16.89,$899.00*
1275,Quadro RTX 4000 (Mobile),11681,214,NA,NA
1276,Quadro RTX 4000 with Max-Q Design,12289,199,NA,NA
1277,Quadro RTX 5000,15655,122,NA,NA
1278,Quadro RTX 5000 (Mobile),14832,144,NA,NA
1279,Quadro RTX 5000 with Max-Q Design,12997,181,NA,NA
1280,Quadro RTX 6000,18511,89,2.94,"$6,300.00*"
1281,Quadro RTX 8000,19861,73,5.28,"$3,760.00*"
1282,Quadro T1000,6484,364,17.53,$369.99*
1283,Quadro T1000 with Max-Q Design,6721,353,NA,NA
1284,Quadro T2000,7230,337,13.68,$528.35*
1285,Quadro T2000 with Max-Q Design,6828,349,NA,NA
1286,Quadro2 MXR/EX,4,2612,NA,NA
1287,Quadro2 Pro,1,2695,NA,NA
1288,Quadro4 380 XGL,6,2563,NA,NA
1289,Quadro4 900 XGL,4,2595,NA,NA
1290,Quadro4 980 XGL,5,2593,0.01,$341.43*
1291,Qualcomm Adreno 540 GPU,126,2160,NA,NA
1292,Qualcomm Adreno 618 GPU,127,2156,NA,NA
1293,Qualcomm Adreno 630 GPU,282,1938,NA,NA
1294,Qualcomm Adreno 675 GPU,539,1683,NA,NA
1295,Qualcomm Adreno 680 GPU,872,1321,NA,NA
1296,Qualcomm Adreno 685 GPU,975,1254,NA,NA
1297,Qualcomm Adreno 690 GPU,1052,1210,NA,NA
1298,Qualcomm Adreno 7c Gen 3 GPU,763,1418,NA,NA
1299,Qualcomm Adreno 7c+ Gen 3,705,1475,NA,NA
1300,Qualcomm Adreno 8cx Gen 3,1962,879,NA,NA
1301,Qualcomm Adreno X1-45 GPU,1793,935,NA,NA
1302,Qualcomm Adreno X1-85 GPU,2927,663,NA,NA
1303,QXL KMDOD,18,2512,NA,NA
1304,Radeon 2100,59,2350,0.31,$190.99*
1305,Radeon 3000,98,2242,0.31,$319.00*
1306,Radeon 3015e,370,1860,NA,NA
1307,Radeon 3020e,476,1759,NA,NA
1308,Radeon 3100,73,2306,0.39,$189.15*
1309,Radeon 520,866,1326,9.63,$89.99*
1310,Radeon 530,1028,1222,NA,NA
1311,Radeon 535,1069,1200,NA,NA
1312,Radeon 535DX,773,1404,NA,NA
1313,Radeon 540,1412,1076,NA,NA
1314,Radeon 540X,1483,1054,NA,NA
1315,Radeon 550,2124,822,14.94,$142.20
1316,Radeon 550X,1419,1073,NA,NA
1317,Radeon 610M,1104,1181,NA,NA
1318,Radeon 610M Ryzen 9 7845HX,11463,221,NA,NA
1319,Radeon 610M Ryzen 9 7940HX,1525,1035,NA,NA
1320,Radeon 610M Ryzen 9 7945HX,1607,1004,NA,NA
1321,Radeon 610M Ryzen 9 7945HX3D,1761,944,NA,NA
1322,Radeon 620,933,1284,NA,NA
1323,Radeon 625,1073,1198,NA,NA
1324,Radeon 630,1514,1038,NA,NA
1325,Radeon 6600M,532,1691,NA,NA
1326,Radeon 660M,3341,606,NA,NA
1327,Radeon 660M Ryzen 3 7335U,2112,827,NA,NA
1328,Radeon 660M Ryzen 5 6600H,4461,513,NA,NA
1329,Radeon 660M Ryzen 5 7535HS,2994,653,NA,NA
1330,Radeon 6750M,911,1299,NA,NA
1331,Radeon 680M Ryzen 7 7735HS,4403,521,NA,NA
1332,Radeon 680M Ryzen 9 6900HX,5613,406,NA,NA
1333,Radeon 7000 / Radeon VE,2,2666,NA,NA
1334,RADEON 7000 / RADEON VE Family,3,2631,NA,NA
1335,RADEON 7200,2,2662,0.00,$599.99*
1336,Radeon 740M,3186,629,NA,NA
1337,RADEON 7500,3,2652,0.02,$177.25*
1338,RADEON 7500 Family,4,2603,NA,NA
1339,Radeon 760M,5593,409,NA,NA
1340,Radeon 780M,6977,345,NA,NA
1341,Radeon 8050S,15929,117,NA,NA
1342,Radeon 8060S,17478,95,NA,NA
1343,Radeon 840M,3933,545,NA,NA
1344,RADEON 8500 Family,6,2564,NA,NA
1345,Radeon 860M,4792,481,NA,NA
1346,Radeon 880M,7701,320,NA,NA
1347,Radeon 890M,8388,293,NA,NA
1348,RADEON 9000,4,2607,NA,NA
1349,RADEON 9000 Family,3,2641,NA,NA
1350,RADEON 9100 Family,6,2570,NA,NA
1351,RADEON 9100 IGP,5,2586,NA,NA
1352,RADEON 9200,3,2638,0.02,$153.63*
1353,RADEON 9200 LE Family,2,2670,NA,NA
1354,RADEON 9200 PRO Family,2,2663,NA,NA
1355,RADEON 9200 SE,2,2673,NA,NA
1356,RADEON 9250,2,2671,0.01,$194.00*
1357,RADEON 9500,36,2441,0.90,$40.50*
1358,RADEON 9500 PRO / 9700,41,2412,NA,NA
1359,RADEON 9550,34,2448,0.12,$291.74*
1360,Radeon 9550 / X1050,29,2477,NA,NA
1361,RADEON 9600 Family,25,2493,NA,NA
1362,RADEON 9600 PRO,42,2408,NA,NA
1363,RADEON 9600 PRO Family,26,2484,NA,NA
1364,RADEON 9600 TX Family,18,2514,NA,NA
1365,RADEON 9600 XT,35,2446,NA,NA
1366,RADEON 9600SE,27,2480,NA,NA
1367,RADEON 9700 PRO,53,2365,NA,NA
1368,Radeon 9700 TX w/TV-Out,44,2405,NA,NA
1369,RADEON 9800,57,2358,0.18,$325.00*
1370,RADEON 9800 PRO,59,2351,NA,NA
1371,RADEON 9800 SE,23,2500,NA,NA
1372,RADEON 9800 XT,56,2361,NA,NA
1373,RADEON A9800XT,22,2505,NA,NA
1374,Radeon Athlon Gold 3150U,781,1394,NA,NA
1375,Radeon Athlon Gold PRO 4150GE,1573,1019,NA,NA
1376,Radeon Athlon PRO 3045B,563,1650,NA,NA
1377,Radeon Athlon Silver 3050U,675,1504,NA,NA
1378,RADEON E2400,51,2372,NA,NA
1379,RADEON E4690,405,1831,NA,NA
1380,Radeon E6460,323,1901,NA,NA
1381,Radeon E6465,231,1991,NA,NA
1382,Radeon E6760,876,1318,3.65,$239.99*
1383,Radeon E8860,1686,974,NA,NA
1384,Radeon E8870PCIe,3368,604,NA,NA
1385,Radeon Eng Sample: 100-000000144-40_38/38_Y,1692,970,NA,NA
1386,Radeon Eng Sample: 100-000000146-20_37/30_Y,2123,823,NA,NA
1387,Radeon Eng Sample: 100-000000151-40_38/33_Y,1367,1084,NA,NA
1388,Radeon EPYC 4124P 4-Core,1614,1000,NA,NA
1389,Radeon EPYC 4244P 6-Core,1424,1071,NA,NA
1390,Radeon EPYC 4344P 8-Core,1634,991,NA,NA
1391,Radeon EPYC 4364P 8-Core,1002,1236,NA,NA
1392,Radeon EPYC 4464P 12-Core,1331,1096,NA,NA
1393,Radeon EPYC 4484PX 12-Core,1619,996,NA,NA
1394,Radeon EPYC 4564P 16-Core,1374,1082,NA,NA
1395,Radeon EPYC 4584PX 16-Core,1661,980,NA,NA
1396,Radeon HD 2350,76,2300,NA,NA
1397,Radeon HD 2400,120,2177,1.37,$88.20*
1398,Radeon HD 2400 PCI,14,2527,NA,NA
1399,Radeon HD 2400 Pro,114,2197,NA,NA
1400,Radeon HD 2400 XT,118,2181,NA,NA
1401,Radeon HD 2600 PRO,211,2019,1.12,$188.44*
1402,Radeon HD 2600 Pro AGP,110,2209,NA,NA
1403,Radeon HD 2600 XT,282,1939,1.78,$159.00*
1404,Radeon HD 2900 GT,292,1928,NA,NA
1405,Radeon HD 2900 PRO,627,1562,NA,NA
1406,Radeon HD 2900 XT,659,1518,NA,NA
1407,Radeon HD 3000,95,2249,NA,NA
1408,Radeon HD 3200,82,2284,NA,NA
1409,Radeon HD 3300,126,2159,NA,NA
1410,Radeon HD 3450,182,2048,2.05,$89.00*
1411,Radeon HD 3470,117,2186,1.07,$109.65*
1412,Radeon HD 3650 AGP,150,2094,0.81,$185.00*
1413,Radeon HD 3670,168,2074,NA,NA
1414,Radeon HD 3850,401,1834,NA,NA
1415,Radeon HD 3850 AGP,432,1807,NA,NA
1416,Radeon HD 3850 X2,822,1364,NA,NA
1417,Radeon HD 3870,551,1661,2.23,$247.49*
1418,Radeon HD 3870 X2,586,1613,NA,NA
1419,Radeon HD 4200,111,2205,NA,NA
1420,Radeon HD 4250,122,2169,NA,NA
1421,Radeon HD 4270,109,2210,NA,NA
1422,Radeon HD 4290,140,2120,NA,NA
1423,Radeon HD 4300/4500 Serisi,155,2088,NA,NA
1424,Radeon HD 4330,135,2136,NA,NA
1425,Radeon HD 4350,161,2084,3.16,$50.99*
1426,Radeon HD 4550,235,1989,1.51,$156.00*
1427,Radeon HD 4650,248,1975,3.56,$69.99*
1428,Radeon HD 4650 AGP,207,2027,NA,NA
1429,Radeon HD 4670,381,1845,2.67,$142.96*
1430,Radeon HD 4770,908,1300,7.28,$124.86*
1431,Radeon HD 4810,769,1415,NA,NA
1432,Radeon HD 4830,844,1345,14.08,$59.99*
1433,Radeon HD 4850,941,1277,6.72,$139.99*
1434,Radeon HD 4850 X2,1132,1170,NA,NA
1435,Radeon HD 4870,1386,1078,8.74,$158.62
1436,Radeon HD 4870 X2,1309,1102,NA,NA
1437,Radeon HD 4890,1543,1027,17.15,$89.99*
1438,Radeon HD 5450,136,2132,2.07,$65.79
1439,Radeon HD 5470,268,1953,NA,NA
1440,Radeon HD 5550,376,1854,6.85,$54.99*
1441,Radeon HD 5570,479,1748,2.95,$162.35*
1442,Radeon HD 5600/5700,615,1577,NA,NA
1443,Radeon HD 5670,799,1383,8.08,$99.05
1444,Radeon HD 5750,1170,1153,9.14,$128.10
1445,Radeon HD 5770,1345,1092,7.08,$189.99*
1446,Radeon HD 5830,1732,950,6.69,$258.99*
1447,Radeon HD 5850,1968,877,6.81,$288.99*
1448,Radeon HD 5870,2190,804,5.10,$429.99
1449,Radeon HD 5970,2275,782,3.16,$721.20*
1450,Radeon HD 6230,179,2054,NA,NA
1451,Radeon HD 6250,93,2253,NA,NA
1452,Radeon HD 6290,104,2224,NA,NA
1453,Radeon HD 6290M,140,2122,NA,NA
1454,Radeon HD 6300M,144,2108,NA,NA
1455,Radeon HD 6310,122,2170,NA,NA
1456,Radeon HD 6320,147,2102,0.27,$554.99*
1457,Radeon HD 6320 Graphic,216,2011,NA,NA
1458,Radeon HD 6320M,198,2037,NA,NA
1459,RADEON HD 6350,140,2119,2.39,$59.00*
1460,Radeon HD 6370D,255,1970,NA,NA
1461,Radeon HD 6370M,275,1945,NA,NA
1462,Radeon HD 6380G,200,2032,0.50,$399.99*
1463,Radeon HD 6410D,236,1986,NA,NA
1464,Radeon HD 6430M,192,2043,NA,NA
1465,Radeon HD 6450,197,2038,2.22,$89.00*
1466,Radeon HD 6450 + 8470D Dual,762,1421,NA,NA
1467,Radeon HD 6450A,260,1962,NA,NA
1468,Radeon HD 6470M,225,1997,0.40,$569.99*
1469,Radeon HD 6480G,256,1968,NA,NA
1470,Radeon HD 6480M,353,1874,NA,NA
1471,Radeon HD 6490M,377,1850,0.32,"$1,193.03*"
1472,Radeon HD 6520G,299,1922,NA,NA
1473,Radeon HD 6530D,337,1887,NA,NA
1474,Radeon HD 6550A,707,1472,NA,NA
1475,Radeon HD 6550D,400,1836,NA,NA
1476,Radeon HD 6570,559,1652,8.60,$64.99*
1477,Radeon HD 6610M,565,1647,NA,NA
1478,Radeon HD 6620G,341,1882,NA,NA
1479,Radeon HD 6630M,684,1493,NA,NA
1480,Radeon HD 6650A,835,1350,NA,NA
1481,Radeon HD 6650M,758,1425,NA,NA
1482,Radeon HD 6670,727,1455,10.54,$68.99*
1483,Radeon HD 6670 + 6670 Dual,646,1536,NA,NA
1484,Radeon HD 6670 + 7660D Dual,1492,1050,NA,NA
1485,Radeon HD 6670/7670,945,1272,NA,NA
1486,Radeon HD 6700M,1016,1226,NA,NA
1487,Radeon HD 6750,1036,1219,12.96,$79.99*
1488,Radeon HD 6750M,937,1281,NA,NA
1489,Radeon HD 6770,1261,1117,4.76,$264.99*
1490,Radeon HD 6770M,964,1263,NA,NA
1491,Radeon HD 6790,1548,1024,5.27,$294.00*
1492,Radeon HD 6800M,772,1410,NA,NA
1493,Radeon HD 6850,1948,887,9.42,$206.87
1494,Radeon HD 6850 X2,2534,725,NA,NA
1495,Radeon HD 6870,2207,801,8.58,$257.16
1496,Radeon HD 6900M,1701,965,NA,NA
1497,Radeon HD 6950,2592,712,18.52,$139.99*
1498,Radeon HD 6970,2840,671,18.94,$149.99*
1499,Radeon HD 6970M,2270,784,10.51,$215.99*
1500,Radeon HD 6990,3013,652,6.05,$498.49*
1501,Radeon HD 7290,111,2204,NA,NA
1502,Radeon HD 7290M,123,2167,NA,NA
1503,Radeon HD 7310,128,2154,NA,NA
1504,Radeon HD 7310 - Carte graphique,174,2061,NA,NA
1505,Radeon HD 7310G,180,2050,NA,NA
1506,Radeon HD 7310M,166,2077,NA,NA
1507,Radeon HD 7340,153,2090,0.28,$552.69*
1508,Radeon HD 7340G,196,2039,NA,NA
1509,Radeon HD 7340M,221,2005,NA,NA
1510,Radeon HD 7350,165,2080,NA,NA
1511,Radeon HD 7400G,267,1954,NA,NA
1512,Radeon HD 7420G,305,1920,NA,NA
1513,Radeon HD 7450,223,2000,4.48,$49.99*
1514,Radeon HD 7450A,288,1932,NA,NA
1515,Radeon HD 7450M,329,1897,NA,NA
1516,Radeon HD 7470,289,1931,3.55,$81.37*
1517,Radeon HD 7470M,407,1826,NA,NA
1518,Radeon HD 7480D,281,1942,NA,NA
1519,Radeon HD 7500G,310,1918,NA,NA
1520,Radeon HD 7500G + 7500M/7600M Dual,616,1575,NA,NA
1521,Radeon HD 7500G + 7550M Dual,497,1734,NA,NA
1522,Radeon HD 7500G + HD 7500M/7600M Dual,355,1873,NA,NA
1523,Radeon HD 7520G,313,1915,NA,NA
1524,Radeon HD 7520G + 7400M Dual,486,1744,NA,NA
1525,Radeon HD 7520G + 7470M Dual,542,1682,NA,NA
1526,Radeon HD 7520G + 7500/7600 Dual,582,1619,NA,NA
1527,Radeon HD 7520G + 7600M Dual,591,1605,NA,NA
1528,Radeon HD 7520G + 7610M Dual,588,1608,NA,NA
1529,Radeon HD 7520G + 7650M Dual,453,1788,NA,NA
1530,Radeon HD 7520G + 7670M Dual,523,1704,NA,NA
1531,Radeon HD 7520G + 7700M Dual,1060,1205,NA,NA
1532,Radeon HD 7520G + 8600/8700M Dual,311,1917,NA,NA
1533,Radeon HD 7520G + 8750M Dual,376,1852,NA,NA
1534,Radeon HD 7520G + HD 7400M Dual,544,1678,NA,NA
1535,Radeon HD 7520G + HD 7500/7600 Dual,832,1354,NA,NA
1536,Radeon HD 7520G + HD 7600M Dual,447,1796,NA,NA
1537,Radeon HD 7520G + HD 7670M Dual,495,1736,NA,NA
1538,Radeon HD 7520G + HD 7700M Dual,574,1633,NA,NA
1539,Radeon HD 7520G + HD 8600/8700M Dual,623,1565,NA,NA
1540,Radeon HD 7520G + HD 8750M Dual,651,1529,NA,NA
1541,Radeon HD 7520G N HD 7520G + HD 7500/7600 7500/760,574,1636,NA,NA
1542,Radeon HD 7520G N HD 7520G + HD 7600M N HD 7600M D,364,1868,NA,NA
1543,Radeon HD 7540D,333,1892,NA,NA
1544,Radeon HD 7540D + 6570 Dual,719,1463,NA,NA
1545,Radeon HD 7540D + 7500 Dual,821,1366,NA,NA
1546,Radeon HD 7540D + HD 6450 Dual,643,1541,NA,NA
1547,Radeon HD 7550M,464,1774,NA,NA
1548,Radeon HD 7550M/7650M,728,1452,NA,NA
1549,Radeon HD 7560D,453,1785,NA,NA
1550,Radeon HD 7560D + 6450 Dual,568,1643,NA,NA
1551,Radeon HD 7560D + 6570 Dual,833,1353,NA,NA
1552,Radeon HD 7560D + 6670 Dual,1130,1171,NA,NA
1553,Radeon HD 7560D + 7560D Dual,982,1251,NA,NA
1554,Radeon HD 7560D + 7570 Dual,985,1249,NA,NA
1555,Radeon HD 7560D + 7670 Dual,1426,1070,NA,NA
1556,Radeon HD 7560D + 7700 Dual,1919,892,NA,NA
1557,Radeon HD 7560D + HD 6570 Dual,1237,1126,NA,NA
1558,Radeon HD 7560D + HD 6670 Dual,1554,1022,NA,NA
1559,Radeon HD 7560D + HD 7000 Dual,534,1688,NA,NA
1560,Radeon HD 7560D + HD 7600 Dual,1258,1121,NA,NA
1561,Radeon HD 7560D + HD 7670 Dual,1380,1080,NA,NA
1562,Radeon HD 7560D + HD 7700 Dual,1346,1091,NA,NA
1563,Radeon HD 7560D + HD 8570 Dual,935,1282,NA,NA
1564,Radeon HD 7560D + R5 235 Dual,563,1649,NA,NA
1565,Radeon HD 7570,610,1584,5.96,$102.49*
1566,Radeon HD 7570M,427,1810,NA,NA
1567,Radeon HD 7570M/HD 7670M,699,1482,NA,NA
1568,Radeon HD 7580D,350,1877,NA,NA
